Year,Area_of_Residence,Sex,Age_at_Death,VALUE
2018,Meath,Both sexes,50 - 54 years,29.0
2018,Meath,Both sexes,55 - 59 years,47.0
2018,Meath,Both sexes,60 - 64 years,45.0
2018,Meath,Both sexes,65 - 69 years,72.0
2018,Meath,Both sexes,70 - 74 years,105.0
2018,Meath,Both sexes,75 - 79 years,124.0
2018,Meath,Both sexes,80 - 84 years,156.0
2018,Meath,Both sexes,85 years and over,328.0
2018,Meath,Both sexes,All ages,978.0
2018,Meath,Male,Under 1 year,7.0
2018,Meath,Male,1 - 4 years,1.0
2018,Meath,Male,5 - 9 years,1.0
2018,Meath,Male,10 - 14 years,0.0
2018,Meath,Male,15 - 19 years,2.0
2018,Meath,Male,20 - 24 years,3.0
2018,Meath,Male,25 - 29 years,1.0
2018,Meath,Male,30 - 34 years,3.0
2018,Meath,Male,35 - 39 years,2.0
2018,Meath,Male,40 - 44 years,10.0
2018,Meath,Male,45 - 49 years,9.0
2018,Meath,Male,50 - 54 years,18.0
2018,Meath,Male,55 - 59 years,30.0
2018,Meath,Male,60 - 64 years,27.0
2018,Meath,Male,65 - 69 years,39.0
2018,Meath,Male,70 - 74 years,62.0
2018,Meath,Male,75 - 79 years,81.0
2018,Meath,Male,80 - 84 years,85.0
2018,Meath,Male,85 years and over,158.0
2018,Meath,Male,All ages,539.0
2018,Meath,Female,Under 1 year,6.0
2018,Meath,Female,1 - 4 years,0.0
2018,Meath,Female,5 - 9 years,1.0
2018,Meath,Female,10 - 14 years,0.0
2018,Meath,Female,15 - 19 years,0.0
2018,Meath,Female,20 - 24 years,1.0
2018,Meath,Female,25 - 29 years,1.0
2018,Meath,Female,30 - 34 years,3.0
2018,Meath,Female,35 - 39 years,8.0
2018,Meath,Female,40 - 44 years,5.0
2018,Meath,Female,45 - 49 years,8.0
2018,Meath,Female,50 - 54 years,11.0
2018,Meath,Female,55 - 59 years,17.0
2018,Meath,Female,60 - 64 years,18.0
2018,Meath,Female,65 - 69 years,33.0
2018,Meath,Female,70 - 74 years,43.0
2018,Meath,Female,75 - 79 years,43.0
2018,Meath,Female,80 - 84 years,71.0
2018,Meath,Female,85 years and over,170.0
2018,Meath,Female,All ages,439.0
2018,Kells Town,Both sexes,Under 1 year,0.0
2018,Kells Town,Both sexes,1 - 4 years,0.0
2018,Kells Town,Both sexes,5 - 9 years,0.0
2018,Kells Town,Both sexes,10 - 14 years,0.0
2018,Kells Town,Both sexes,15 - 19 years,0.0
2018,Kells Town,Both sexes,20 - 24 years,0.0
2018,Kells Town,Both sexes,25 - 29 years,0.0
2018,Kells Town,Both sexes,30 - 34 years,1.0
2018,Kells Town,Both sexes,35 - 39 years,1.0
2018,Kells Town,Both sexes,40 - 44 years,0.0
2018,Kells Town,Both sexes,45 - 49 years,0.0
2018,Kells Town,Both sexes,50 - 54 years,0.0
2018,Kells Town,Both sexes,55 - 59 years,1.0
2018,Kells Town,Both sexes,60 - 64 years,3.0
2018,Kells Town,Both sexes,65 - 69 years,1.0
2018,Kells Town,Both sexes,70 - 74 years,2.0
2018,Kells Town,Both sexes,75 - 79 years,1.0
2018,Kells Town,Both sexes,80 - 84 years,6.0
2018,Kells Town,Both sexes,85 years and over,8.0
2018,Kells Town,Both sexes,All ages,24.0
2018,Kells Town,Male,Under 1 year,0.0
2018,Kells Town,Male,1 - 4 years,0.0
2018,Kells Town,Male,5 - 9 years,0.0
2018,Kells Town,Male,10 - 14 years,0.0
2018,Kells Town,Male,15 - 19 years,0.0
2018,Kells Town,Male,20 - 24 years,0.0
2018,Kells Town,Male,25 - 29 years,0.0
2018,Kells Town,Male,30 - 34 years,0.0
2018,Kells Town,Male,35 - 39 years,0.0
2018,Kells Town,Male,40 - 44 years,0.0
2018,Kells Town,Male,45 - 49 years,0.0
2018,Kells Town,Male,50 - 54 years,0.0
2018,Kells Town,Male,55 - 59 years,1.0
2018,Kells Town,Male,60 - 64 years,1.0
2018,Kells Town,Male,65 - 69 years,1.0
2018,Kells Town,Male,70 - 74 years,1.0
2018,Kells Town,Male,75 - 79 years,0.0
2018,Kells Town,Male,80 - 84 years,4.0
2018,Kells Town,Male,85 years and over,1.0
2018,Kells Town,Male,All ages,9.0
2018,Kells Town,Female,Under 1 year,0.0
2018,Kells Town,Female,1 - 4 years,0.0
2018,Kells Town,Female,5 - 9 years,0.0
2018,Kells Town,Female,10 - 14 years,0.0
2018,Kells Town,Female,15 - 19 years,0.0
2018,Kells Town,Female,20 - 24 years,0.0
2018,Kells Town,Female,25 - 29 years,0.0
2018,Kells Town,Female,30 - 34 years,1.0
2018,Kells Town,Female,35 - 39 years,1.0
2018,Kells Town,Female,40 - 44 years,0.0
2018,Kells Town,Female,45 - 49 years,0.0
2018,Kells Town,Female,50 - 54 years,0.0
2018,Kells Town,Female,55 - 59 years,0.0
2018,Kells Town,Female,60 - 64 years,2.0
2018,Kells Town,Female,65 - 69 years,0.0
2018,Kells Town,Female,70 - 74 years,1.0
2018,Kells Town,Female,75 - 79 years,1.0
2018,Kells Town,Female,80 - 84 years,2.0
2018,Kells Town,Female,85 years and over,7.0
2018,Kells Town,Female,All ages,15.0
2018,Navan Town,Both sexes,Under 1 year,3.0
2018,Navan Town,Both sexes,1 - 4 years,0.0
2018,Navan Town,Both sexes,5 - 9 years,2.0
2018,Navan Town,Both sexes,10 - 14 years,0.0
2018,Navan Town,Both sexes,15 - 19 years,0.0
2018,Navan Town,Both sexes,20 - 24 years,1.0
2018,Navan Town,Both sexes,25 - 29 years,0.0
2018,Navan Town,Both sexes,30 - 34 years,2.0
2018,Navan Town,Both sexes,35 - 39 years,1.0
2018,Navan Town,Both sexes,40 - 44 years,4.0
2018,Navan Town,Both sexes,45 - 49 years,5.0
2018,Navan Town,Both sexes,50 - 54 years,4.0
2018,Navan Town,Both sexes,55 - 59 years,7.0
2018,Navan Town,Both sexes,60 - 64 years,7.0
2018,Navan Town,Both sexes,65 - 69 years,10.0
2018,Navan Town,Both sexes,70 - 74 years,20.0
2018,Navan Town,Both sexes,75 - 79 years,21.0
2018,Navan Town,Both sexes,80 - 84 years,19.0
2018,Navan Town,Both sexes,85 years and over,56.0
2018,Navan Town,Both sexes,All ages,162.0
2018,Navan Town,Male,Under 1 year,1.0
2018,Navan Town,Male,1 - 4 years,0.0
2018,Navan Town,Male,5 - 9 years,1.0
2018,Navan Town,Male,10 - 14 years,0.0
2018,Navan Town,Male,15 - 19 years,0.0
2018,Navan Town,Male,20 - 24 years,1.0
2018,Navan Town,Male,25 - 29 years,0.0
2018,Navan Town,Male,30 - 34 years,1.0
2018,Navan Town,Male,35 - 39 years,1.0
2018,Navan Town,Male,40 - 44 years,3.0
2018,Navan Town,Male,45 - 49 years,0.0
2018,Navan Town,Male,50 - 54 years,3.0
2018,Navan Town,Male,55 - 59 years,6.0
2018,Navan Town,Male,60 - 64 years,5.0
2018,Navan Town,Male,65 - 69 years,7.0
2018,Navan Town,Male,70 - 74 years,11.0
2018,Navan Town,Male,75 - 79 years,12.0
2018,Navan Town,Male,80 - 84 years,10.0
2018,Navan Town,Male,85 years and over,26.0
2018,Navan Town,Male,All ages,88.0
2018,Navan Town,Female,Under 1 year,2.0
2018,Navan Town,Female,1 - 4 years,0.0
2018,Navan Town,Female,5 - 9 years,1.0
2018,Navan Town,Female,10 - 14 years,0.0
2018,Navan Town,Female,15 - 19 years,0.0
2018,Navan Town,Female,20 - 24 years,0.0
2018,Navan Town,Female,25 - 29 years,0.0
2018,Navan Town,Female,30 - 34 years,1.0
2018,Navan Town,Female,35 - 39 years,0.0
2018,Navan Town,Female,40 - 44 years,1.0
2018,Navan Town,Female,45 - 49 years,5.0
2018,Navan Town,Female,50 - 54 years,1.0
2018,Navan Town,Female,55 - 59 years,1.0
2018,Navan Town,Female,60 - 64 years,2.0
2018,Navan Town,Female,65 - 69 years,3.0
2018,Navan Town,Female,70 - 74 years,9.0
2018,Navan Town,Female,75 - 79 years,9.0
2018,Navan Town,Female,80 - 84 years,9.0
2018,Navan Town,Female,85 years and over,30.0
2018,Navan Town,Female,All ages,74.0
2018,Trim Town,Both sexes,Under 1 year,0.0
2018,Trim Town,Both sexes,1 - 4 years,0.0
2018,Trim Town,Both sexes,5 - 9 years,0.0
2018,Trim Town,Both sexes,10 - 14 years,0.0
2018,Trim Town,Both sexes,15 - 19 years,0.0
2018,Trim Town,Both sexes,20 - 24 years,1.0
2018,Trim Town,Both sexes,25 - 29 years,0.0
2018,Trim Town,Both sexes,30 - 34 years,0.0
2018,Trim Town,Both sexes,35 - 39 years,0.0
2018,Trim Town,Both sexes,40 - 44 years,0.0
2018,Trim Town,Both sexes,45 - 49 years,0.0
2018,Trim Town,Both sexes,50 - 54 years,2.0
2018,Trim Town,Both sexes,55 - 59 years,1.0
2018,Trim Town,Both sexes,60 - 64 years,1.0
2018,Trim Town,Both sexes,65 - 69 years,6.0
2018,Trim Town,Both sexes,70 - 74 years,4.0
2018,Trim Town,Both sexes,75 - 79 years,4.0
2018,Trim Town,Both sexes,80 - 84 years,3.0
2018,Trim Town,Both sexes,85 years and over,10.0
2018,Trim Town,Both sexes,All ages,32.0
2018,Trim Town,Male,Under 1 year,0.0
2018,Trim Town,Male,1 - 4 years,0.0
2018,Trim Town,Male,5 - 9 years,0.0
2018,Trim Town,Male,10 - 14 years,0.0
2018,Trim Town,Male,15 - 19 years,0.0
2018,Trim Town,Male,20 - 24 years,1.0
2018,Trim Town,Male,25 - 29 years,0.0
2018,Trim Town,Male,30 - 34 years,0.0
2018,Trim Town,Male,35 - 39 years,0.0
2018,Trim Town,Male,40 - 44 years,0.0
2018,Trim Town,Male,45 - 49 years,0.0
2018,Trim Town,Male,50 - 54 years,2.0
2018,Trim Town,Male,55 - 59 years,0.0
2018,Trim Town,Male,60 - 64 years,1.0
2018,Trim Town,Male,65 - 69 years,3.0
2018,Trim Town,Male,70 - 74 years,2.0
2018,Trim Town,Male,75 - 79 years,3.0
2018,Trim Town,Male,80 - 84 years,2.0
2018,Trim Town,Male,85 years and over,7.0
2018,Trim Town,Male,All ages,21.0
2018,Trim Town,Female,Under 1 year,0.0
2018,Trim Town,Female,1 - 4 years,0.0
2018,Trim Town,Female,5 - 9 years,0.0
2018,Trim Town,Female,10 - 14 years,0.0
2018,Trim Town,Female,15 - 19 years,0.0
2018,Trim Town,Female,20 - 24 years,0.0
2018,Trim Town,Female,25 - 29 years,0.0
2018,Trim Town,Female,30 - 34 years,0.0
2018,Trim Town,Female,35 - 39 years,0.0
2018,Trim Town,Female,40 - 44 years,0.0
2018,Trim Town,Female,45 - 49 years,0.0
2018,Trim Town,Female,50 - 54 years,0.0
2018,Trim Town,Female,55 - 59 years,1.0
2018,Trim Town,Female,60 - 64 years,0.0
2018,Trim Town,Female,65 - 69 years,3.0
2018,Trim Town,Female,70 - 74 years,2.0
2018,Trim Town,Female,75 - 79 years,1.0
2018,Trim Town,Female,80 - 84 years,1.0
2018,Trim Town,Female,85 years and over,3.0
2018,Trim Town,Female,All ages,11.0
2018,Rest of Co. Meath,Both sexes,Under 1 year,10.0
2018,Rest of Co. Meath,Both sexes,1 - 4 years,1.0
2018,Rest of Co. Meath,Both sexes,5 - 9 years,0.0
2018,Rest of Co. Meath,Both sexes,10 - 14 years,0.0
2018,Rest of Co. Meath,Both sexes,15 - 19 years,2.0
2018,Rest of Co. Meath,Both sexes,20 - 24 years,2.0
2018,Rest of Co. Meath,Both sexes,25 - 29 years,2.0
2018,Rest of Co. Meath,Both sexes,30 - 34 years,3.0
2018,Rest of Co. Meath,Both sexes,35 - 39 years,8.0
2018,Rest of Co. Meath,Both sexes,40 - 44 years,11.0
2018,Rest of Co. Meath,Both sexes,45 - 49 years,12.0
2018,Rest of Co. Meath,Both sexes,50 - 54 years,23.0
2018,Rest of Co. Meath,Both sexes,55 - 59 years,38.0
2018,Rest of Co. Meath,Both sexes,60 - 64 years,34.0
2018,Rest of Co. Meath,Both sexes,65 - 69 years,55.0
2018,Rest of Co. Meath,Both sexes,70 - 74 years,79.0
2018,Rest of Co. Meath,Both sexes,75 - 79 years,98.0
2018,Rest of Co. Meath,Both sexes,80 - 84 years,128.0
2018,Rest of Co. Meath,Both sexes,85 years and over,254.0
2018,Rest of Co. Meath,Both sexes,All ages,760.0
2018,Rest of Co. Meath,Male,Under 1 year,6.0
2018,Rest of Co. Meath,Male,1 - 4 years,1.0
2018,Rest of Co. Meath,Male,5 - 9 years,0.0
2018,Rest of Co. Meath,Male,10 - 14 years,0.0
2018,Rest of Co. Meath,Male,15 - 19 years,2.0
2018,Rest of Co. Meath,Male,20 - 24 years,1.0
2018,Rest of Co. Meath,Male,25 - 29 years,1.0
2018,Rest of Co. Meath,Male,30 - 34 years,2.0
2018,Rest of Co. Meath,Male,35 - 39 years,1.0
2018,Rest of Co. Meath,Male,40 - 44 years,7.0
2018,Rest of Co. Meath,Male,45 - 49 years,9.0
2018,Rest of Co. Meath,Male,50 - 54 years,13.0
2018,Rest of Co. Meath,Male,55 - 59 years,23.0
2018,Rest of Co. Meath,Male,60 - 64 years,20.0
2018,Rest of Co. Meath,Male,65 - 69 years,28.0
2018,Rest of Co. Meath,Male,70 - 74 years,48.0
2018,Rest of Co. Meath,Male,75 - 79 years,66.0
2018,Rest of Co. Meath,Male,80 - 84 years,69.0
2018,Rest of Co. Meath,Male,85 years and over,124.0
2018,Rest of Co. Meath,Male,All ages,421.0
2018,Rest of Co. Meath,Female,Under 1 year,4.0
2018,Rest of Co. Meath,Female,1 - 4 years,0.0
2018,Rest of Co. Meath,Female,5 - 9 years,0.0
2018,Rest of Co. Meath,Female,10 - 14 years,0.0
2018,Rest of Co. Meath,Female,15 - 19 years,0.0
2018,Rest of Co. Meath,Female,20 - 24 years,1.0
2018,Rest of Co. Meath,Female,25 - 29 years,1.0
2018,Rest of Co. Meath,Female,30 - 34 years,1.0
2018,Rest of Co. Meath,Female,35 - 39 years,7.0
2018,Rest of Co. Meath,Female,40 - 44 years,4.0
2018,Rest of Co. Meath,Female,45 - 49 years,3.0
2018,Rest of Co. Meath,Female,50 - 54 years,10.0
2018,Rest of Co. Meath,Female,55 - 59 years,15.0
2018,Rest of Co. Meath,Female,60 - 64 years,14.0
2018,Rest of Co. Meath,Female,65 - 69 years,27.0
2018,Rest of Co. Meath,Female,70 - 74 years,31.0
2018,Rest of Co. Meath,Female,75 - 79 years,32.0
2018,Rest of Co. Meath,Female,80 - 84 years,59.0
2018,Rest of Co. Meath,Female,85 years and over,130.0
2018,Rest of Co. Meath,Female,All ages,339.0
2018,Offaly,Both sexes,Under 1 year,4.0
2018,Offaly,Both sexes,1 - 4 years,0.0
2018,Offaly,Both sexes,5 - 9 years,0.0
2018,Offaly,Both sexes,10 - 14 years,0.0
2018,Offaly,Both sexes,15 - 19 years,0.0
2018,Offaly,Both sexes,20 - 24 years,1.0
2018,Offaly,Both sexes,25 - 29 years,2.0
2018,Offaly,Both sexes,30 - 34 years,3.0
2018,Offaly,Both sexes,35 - 39 years,3.0
2018,Offaly,Both sexes,40 - 44 years,5.0
2018,Offaly,Both sexes,45 - 49 years,10.0
2018,Offaly,Both sexes,50 - 54 years,17.0
2018,Offaly,Both sexes,55 - 59 years,18.0
2018,Offaly,Both sexes,60 - 64 years,20.0
2018,Offaly,Both sexes,65 - 69 years,47.0
2018,Offaly,Both sexes,70 - 74 years,49.0
2018,Offaly,Both sexes,75 - 79 years,57.0
2018,Offaly,Both sexes,80 - 84 years,71.0
2018,Offaly,Both sexes,85 years and over,176.0
2018,Offaly,Both sexes,All ages,483.0
2018,Offaly,Male,Under 1 year,2.0
2018,Offaly,Male,1 - 4 years,0.0
2018,Offaly,Male,5 - 9 years,0.0
2018,Offaly,Male,10 - 14 years,0.0
2018,Offaly,Male,15 - 19 years,0.0
2018,Offaly,Male,20 - 24 years,0.0
2018,Offaly,Male,25 - 29 years,2.0
2018,Offaly,Male,30 - 34 years,2.0
2018,Offaly,Male,35 - 39 years,2.0
2018,Offaly,Male,40 - 44 years,5.0
2018,Offaly,Male,45 - 49 years,2.0
2018,Offaly,Male,50 - 54 years,11.0
2018,Offaly,Male,55 - 59 years,13.0
2018,Offaly,Male,60 - 64 years,12.0
2018,Offaly,Male,65 - 69 years,27.0
2018,Offaly,Male,70 - 74 years,30.0
2018,Offaly,Male,75 - 79 years,33.0
2018,Offaly,Male,80 - 84 years,39.0
2018,Offaly,Male,85 years and over,75.0
2018,Offaly,Male,All ages,255.0
2018,Offaly,Female,Under 1 year,2.0
2018,Offaly,Female,1 - 4 years,0.0
2018,Offaly,Female,5 - 9 years,0.0
2018,Offaly,Female,10 - 14 years,0.0
2018,Offaly,Female,15 - 19 years,0.0
2018,Offaly,Female,20 - 24 years,1.0
2018,Offaly,Female,25 - 29 years,0.0
2018,Offaly,Female,30 - 34 years,1.0
2018,Offaly,Female,35 - 39 years,1.0
2018,Offaly,Female,40 - 44 years,0.0
2018,Offaly,Female,45 - 49 years,8.0
2018,Offaly,Female,50 - 54 years,6.0
2018,Offaly,Female,55 - 59 years,5.0
2018,Offaly,Female,60 - 64 years,8.0
2018,Offaly,Female,65 - 69 years,20.0
2018,Offaly,Female,70 - 74 years,19.0
2018,Offaly,Female,75 - 79 years,24.0
2018,Offaly,Female,80 - 84 years,32.0
2018,Offaly,Female,85 years and over,101.0
2018,Offaly,Female,All ages,228.0
2018,Birr Town,Both sexes,Under 1 year,0.0
2018,Birr Town,Both sexes,1 - 4 years,0.0
2018,Birr Town,Both sexes,5 - 9 years,0.0
2018,Birr Town,Both sexes,10 - 14 years,0.0
2018,Birr Town,Both sexes,15 - 19 years,0.0
2018,Birr Town,Both sexes,20 - 24 years,0.0
2018,Birr Town,Both sexes,25 - 29 years,0.0
2018,Birr Town,Both sexes,30 - 34 years,0.0
2018,Birr Town,Both sexes,35 - 39 years,0.0
2018,Birr Town,Both sexes,40 - 44 years,0.0
2018,Birr Town,Both sexes,45 - 49 years,0.0
2018,Birr Town,Both sexes,50 - 54 years,4.0
2018,Birr Town,Both sexes,55 - 59 years,3.0
2018,Birr Town,Both sexes,60 - 64 years,2.0
2018,Birr Town,Both sexes,65 - 69 years,2.0
2018,Birr Town,Both sexes,70 - 74 years,3.0
2018,Birr Town,Both sexes,75 - 79 years,5.0
2018,Birr Town,Both sexes,80 - 84 years,5.0
2018,Birr Town,Both sexes,85 years and over,8.0
2018,Birr Town,Both sexes,All ages,32.0
2018,Birr Town,Male,Under 1 year,0.0
2018,Birr Town,Male,1 - 4 years,0.0
2018,Birr Town,Male,5 - 9 years,0.0
2018,Birr Town,Male,10 - 14 years,0.0
2018,Birr Town,Male,15 - 19 years,0.0
2018,Birr Town,Male,20 - 24 years,0.0
2018,Birr Town,Male,25 - 29 years,0.0
2018,Birr Town,Male,30 - 34 years,0.0
2018,Birr Town,Male,35 - 39 years,0.0
2018,Birr Town,Male,40 - 44 years,0.0
2018,Birr Town,Male,45 - 49 years,0.0
2018,Birr Town,Male,50 - 54 years,3.0
2018,Birr Town,Male,55 - 59 years,3.0
2018,Birr Town,Male,60 - 64 years,0.0
2018,Birr Town,Male,65 - 69 years,2.0
2018,Birr Town,Male,70 - 74 years,2.0
2018,Birr Town,Male,75 - 79 years,5.0
2018,Birr Town,Male,80 - 84 years,3.0
2018,Birr Town,Male,85 years and over,2.0
2018,Birr Town,Male,All ages,20.0
2018,Birr Town,Female,Under 1 year,0.0
2018,Birr Town,Female,1 - 4 years,0.0
2018,Birr Town,Female,5 - 9 years,0.0
2018,Birr Town,Female,10 - 14 years,0.0
2018,Birr Town,Female,15 - 19 years,0.0
2018,Birr Town,Female,20 - 24 years,0.0
2018,Birr Town,Female,25 - 29 years,0.0
2018,Birr Town,Female,30 - 34 years,0.0
2018,Birr Town,Female,35 - 39 years,0.0
2018,Birr Town,Female,40 - 44 years,0.0
2018,Birr Town,Female,45 - 49 years,0.0
2018,Birr Town,Female,50 - 54 years,1.0
2018,Birr Town,Female,55 - 59 years,0.0
2018,Birr Town,Female,60 - 64 years,2.0
2018,Birr Town,Female,65 - 69 years,0.0
2018,Birr Town,Female,70 - 74 years,1.0
2018,Birr Town,Female,75 - 79 years,0.0
2018,Birr Town,Female,80 - 84 years,2.0
2018,Birr Town,Female,85 years and over,6.0
2018,Birr Town,Female,All ages,12.0
2018,Tullamore Town,Both sexes,Under 1 year,1.0
2018,Tullamore Town,Both sexes,1 - 4 years,0.0
2018,Tullamore Town,Both sexes,5 - 9 years,0.0
2018,Tullamore Town,Both sexes,10 - 14 years,0.0
2018,Tullamore Town,Both sexes,15 - 19 years,0.0
2018,Tullamore Town,Both sexes,20 - 24 years,0.0
2018,Tullamore Town,Both sexes,25 - 29 years,1.0
2018,Tullamore Town,Both sexes,30 - 34 years,1.0
2018,Tullamore Town,Both sexes,35 - 39 years,1.0
2018,Tullamore Town,Both sexes,40 - 44 years,3.0
2018,Tullamore Town,Both sexes,45 - 49 years,4.0
2018,Tullamore Town,Both sexes,50 - 54 years,4.0
2018,Tullamore Town,Both sexes,55 - 59 years,6.0
2018,Tullamore Town,Both sexes,60 - 64 years,4.0
2018,Tullamore Town,Both sexes,65 - 69 years,9.0
2018,Tullamore Town,Both sexes,70 - 74 years,15.0
2018,Tullamore Town,Both sexes,75 - 79 years,8.0
2018,Tullamore Town,Both sexes,80 - 84 years,22.0
2018,Tullamore Town,Both sexes,85 years and over,38.0
2018,Tullamore Town,Both sexes,All ages,117.0
2018,Tullamore Town,Male,Under 1 year,0.0
2018,Tullamore Town,Male,1 - 4 years,0.0
2018,Tullamore Town,Male,5 - 9 years,0.0
2018,Tullamore Town,Male,10 - 14 years,0.0
2018,Tullamore Town,Male,15 - 19 years,0.0
2018,Tullamore Town,Male,20 - 24 years,0.0
2018,Tullamore Town,Male,25 - 29 years,1.0
2018,Tullamore Town,Male,30 - 34 years,1.0
2018,Tullamore Town,Male,35 - 39 years,0.0
2018,Tullamore Town,Male,40 - 44 years,3.0
2018,Tullamore Town,Male,45 - 49 years,2.0
2018,Tullamore Town,Male,50 - 54 years,2.0
2018,Tullamore Town,Male,55 - 59 years,5.0
2018,Tullamore Town,Male,60 - 64 years,4.0
2018,Tullamore Town,Male,65 - 69 years,7.0
2018,Tullamore Town,Male,70 - 74 years,8.0
2018,Tullamore Town,Male,75 - 79 years,4.0
2018,Tullamore Town,Male,80 - 84 years,12.0
2018,Tullamore Town,Male,85 years and over,16.0
2018,Tullamore Town,Male,All ages,65.0
2018,Tullamore Town,Female,Under 1 year,1.0
2018,Tullamore Town,Female,1 - 4 years,0.0
2018,Tullamore Town,Female,5 - 9 years,0.0
2018,Tullamore Town,Female,10 - 14 years,0.0
2018,Tullamore Town,Female,15 - 19 years,0.0
2018,Tullamore Town,Female,20 - 24 years,0.0
2018,Tullamore Town,Female,25 - 29 years,0.0
2018,Tullamore Town,Female,30 - 34 years,0.0
2018,Tullamore Town,Female,35 - 39 years,1.0
2018,Tullamore Town,Female,40 - 44 years,0.0
2018,Tullamore Town,Female,45 - 49 years,2.0
2018,Tullamore Town,Female,50 - 54 years,2.0
2018,Tullamore Town,Female,55 - 59 years,1.0
2018,Tullamore Town,Female,60 - 64 years,0.0
2018,Tullamore Town,Female,65 - 69 years,2.0
2018,Tullamore Town,Female,70 - 74 years,7.0
2018,Tullamore Town,Female,75 - 79 years,4.0
2018,Tullamore Town,Female,80 - 84 years,10.0
2018,Tullamore Town,Female,85 years and over,22.0
2018,Tullamore Town,Female,All ages,52.0
2018,Edenderry,Both sexes,Under 1 year,0.0
2018,Edenderry,Both sexes,1 - 4 years,0.0
2018,Edenderry,Both sexes,5 - 9 years,0.0
2018,Edenderry,Both sexes,10 - 14 years,0.0
2018,Edenderry,Both sexes,15 - 19 years,0.0
2018,Edenderry,Both sexes,20 - 24 years,0.0
2018,Edenderry,Both sexes,25 - 29 years,1.0
2018,Edenderry,Both sexes,30 - 34 years,0.0
2018,Edenderry,Both sexes,35 - 39 years,1.0
2018,Edenderry,Both sexes,40 - 44 years,1.0
2018,Edenderry,Both sexes,45 - 49 years,0.0
2018,Edenderry,Both sexes,50 - 54 years,3.0
2018,Edenderry,Both sexes,55 - 59 years,6.0
2018,Edenderry,Both sexes,60 - 64 years,4.0
2018,Edenderry,Both sexes,65 - 69 years,5.0
2018,Edenderry,Both sexes,70 - 74 years,4.0
2018,Edenderry,Both sexes,75 - 79 years,3.0
2018,Edenderry,Both sexes,80 - 84 years,4.0
2018,Edenderry,Both sexes,85 years and over,17.0
2018,Edenderry,Both sexes,All ages,49.0
2018,Edenderry,Male,Under 1 year,0.0
2018,Edenderry,Male,1 - 4 years,0.0
2018,Edenderry,Male,5 - 9 years,0.0
2018,Edenderry,Male,10 - 14 years,0.0
2018,Edenderry,Male,15 - 19 years,0.0
2018,Edenderry,Male,20 - 24 years,0.0
2018,Edenderry,Male,25 - 29 years,1.0
2018,Edenderry,Male,30 - 34 years,0.0
2018,Edenderry,Male,35 - 39 years,1.0
2018,Edenderry,Male,40 - 44 years,1.0
2018,Edenderry,Male,45 - 49 years,0.0
2018,Edenderry,Male,50 - 54 years,3.0
2018,Edenderry,Male,55 - 59 years,3.0
2018,Edenderry,Male,60 - 64 years,3.0
2018,Edenderry,Male,65 - 69 years,3.0
2018,Edenderry,Male,70 - 74 years,2.0
2018,Edenderry,Male,75 - 79 years,1.0
2018,Edenderry,Male,80 - 84 years,2.0
2018,Edenderry,Male,85 years and over,5.0
2018,Edenderry,Male,All ages,25.0
2018,Edenderry,Female,Under 1 year,0.0
2018,Edenderry,Female,1 - 4 years,0.0
2018,Edenderry,Female,5 - 9 years,0.0
2018,Edenderry,Female,10 - 14 years,0.0
2018,Edenderry,Female,15 - 19 years,0.0
2018,Edenderry,Female,20 - 24 years,0.0
2018,Edenderry,Female,25 - 29 years,0.0
2018,Edenderry,Female,30 - 34 years,0.0
2018,Edenderry,Female,35 - 39 years,0.0
2018,Edenderry,Female,40 - 44 years,0.0
2018,Edenderry,Female,45 - 49 years,0.0
2018,Edenderry,Female,50 - 54 years,0.0
2018,Edenderry,Female,55 - 59 years,3.0
2018,Edenderry,Female,60 - 64 years,1.0
2018,Edenderry,Female,65 - 69 years,2.0
2018,Edenderry,Female,70 - 74 years,2.0
2018,Edenderry,Female,75 - 79 years,2.0
2018,Edenderry,Female,80 - 84 years,2.0
2018,Edenderry,Female,85 years and over,12.0
2018,Edenderry,Female,All ages,24.0
2018,Rest of Co. Offaly,Both sexes,Under 1 year,3.0
2018,Rest of Co. Offaly,Both sexes,1 - 4 years,0.0
2018,Rest of Co. Offaly,Both sexes,5 - 9 years,0.0
2018,Rest of Co. Offaly,Both sexes,10 - 14 years,0.0
2018,Rest of Co. Offaly,Both sexes,15 - 19 years,0.0
2018,Rest of Co. Offaly,Both sexes,20 - 24 years,1.0
2018,Rest of Co. Offaly,Both sexes,25 - 29 years,0.0
2018,Rest of Co. Offaly,Both sexes,30 - 34 years,2.0
2018,Rest of Co. Offaly,Both sexes,35 - 39 years,1.0
2018,Rest of Co. Offaly,Both sexes,40 - 44 years,1.0
2018,Rest of Co. Offaly,Both sexes,45 - 49 years,6.0
2018,Rest of Co. Offaly,Both sexes,50 - 54 years,6.0
2018,Rest of Co. Offaly,Both sexes,55 - 59 years,3.0
2018,Rest of Co. Offaly,Both sexes,60 - 64 years,10.0
2018,Rest of Co. Offaly,Both sexes,65 - 69 years,31.0
2018,Rest of Co. Offaly,Both sexes,70 - 74 years,27.0
2018,Rest of Co. Offaly,Both sexes,75 - 79 years,41.0
2018,Rest of Co. Offaly,Both sexes,80 - 84 years,40.0
2018,Rest of Co. Offaly,Both sexes,85 years and over,113.0
2018,Rest of Co. Offaly,Both sexes,All ages,285.0
2018,Rest of Co. Offaly,Male,Under 1 year,2.0
